School_Code,School_Name,School_Type,Function,Contact_Name,Address,Town,State,Zip,Phone,Fax,Grade,District,District_Code,Total_Enrollment,Percent_Students_Disabilities,Percent_Males,Percent_Females,Number_Classes,Average_Class_Size,Number_Students,Average_Salary,Total_Expenditures,Expenditures_per_Pupil,PPI
610305,Bellamy Middle,Public School,Principal,Matthew Francis,314 Pendleton Avenue,Chicopee,MA,1020,413-594-3527,413-594-1837,"06,07,08",Chicopee,610000,788,19.4,50.9,49.1,483,18.7,846,65358,108607100,13659.72,59
610015,Bowe,Public School,Principal,David Drugan,115 Hampden Street,Chicopee,MA,1013,413-594-3431,413-594-1848,"PK,K,01,02,03,04,05",Chicopee,610000,452,18.6,48.5,51.5,82,20.8,444,65358,108607100,13659.72,59
610020,Bowie,Public School,Principal,Norman Burgess,80 D.A.R.E. Way,Chicopee,MA,1022,413-594-3532,413-594-3590,"K,01,02,03,04,05",Chicopee,610000,366,10.7,48.9,51.1,94,19.2,349,65358,108607100,13659.72,59
610021,Chicopee Academy,Public School,Principal,John Leonard,12 DARE Way,Chicopee,MA,1020,413-594-3449,413-594-1863,"06,07,08,09,10,11,12",Chicopee,610000,106,39.6,75.5,24.5,122,5.7,108,65358,108607100,13659.72,59
610510,Chicopee Comprehensive High School,Public School,Principal,Derek Morrison,617 Montgomery Street,Chicopee,MA,1020,413-594-3534,413-594-3492,"09,10,11,12",Chicopee,610000,1430,15.9,53.5,46.5,775,15.9,1487,65358,108607100,13659.72,59
610505,Chicopee High,Public School,Principal,James Blain,820 Front Street,Chicopee,MA,1020,413-594-3437,413-594-3500,"09,10,11,12",Chicopee,610000,947,20.1,49.1,50.9,663,13.7,963,65358,108607100,13659.72,59
610310,Dupont Middle,Public School,Principal,Kristopher Theriault,650 Front Street,Chicopee,MA,1013,413-594-1881,413-594-1897,"06,07,08",Chicopee,610000,769,20.5,55.3,44.7,285,19.8,726,65358,108607100,13659.72,59
610050,Fairview Elementary,Public School,Principal,Irene Lemieux,26 Memorial Ave.,Chicopee,MA,1020,413-594-3501,413-594-3509,"K,01,02,03,04,05",Chicopee,610000,448,13.8,50.2,49.8,106,21,421,65358,108607100,13659.72,59
610090,Gen John J Stefanik,Public School,Principal,Amanda Theriault,720 Meadow Street,Chicopee,MA,1013,413-594-3464,413-594-3462,"K,01,02,03,04,05",Chicopee,610000,391,16.9,51.9,48.1,93,19.8,382,65358,108607100,13659.72,59
610040,Lambert-Lavoie,Public School,Principal,William Holt,99 Kendall Street,Chicopee,MA,1020,413-594-3444,413-594-3513,"K,01,02,03,04,05",Chicopee,610000,305,9.2,50.8,49.2,70,18.1,316,65358,108607100,13659.72,59
610022,Litwin,Public School,Principal,Elizabeth Masse,135 Litwin Lane,Chicopee,MA,1020,413-594-3545,413-594-3547,"K,01,02,03,04,05",Chicopee,610000,422,19.9,52.4,47.6,129,15.8,412,65358,108607100,13659.72,59
610065,Streiber Memorial School,Public School,Principal,January Wilson,40 Streiber Drive,Chicopee,MA,1020,413-594-3446,413-594-3480,"K,01,02,03,04,05",Chicopee,610000,284,19,51.1,48.9,97,18.1,283,65358,108607100,13659.72,59
610001,Szetela Early Childhood Center,Public School,Principal,Janet Reid,66 Macek Drive,Chicopee,MA,1013,413-594-3597,413-594-3596,PK,Chicopee,610000,281,43.4,60.1,39.9,22,14.2,312,65358,108607100,13659.72,59
630010,Clarksburg Elementary,Public School,Principal,Tara Barnes,777 W Crossroad,Clarksburg,MA,1247,413-663-8735,413-663-8629,"K,01,02,03,04,05,06,07,08",Clarksburg,630000,173,19.7,46.2,53.8,58,17.1,160,61635,3178055,14913.44,75
640050,Clinton Elementary,Public School,Principal,Robert Rouleau,100 Church Street,Clinton,MA,1510,978-365-4230,978-368-7209,"PK,K,01,02,03",Clinton,640000,706,18.1,52.7,47.3,194,17.1,770,66247,28176189.96,12929.6,58
640305,Clinton Middle School,Public School,Principal,Annmarie Sargent,100 West Boylston Street,Clinton,MA,1510,978-365-4220,978-368-7256,"04,05,06,07,08",Clinton,640000,700,19.9,55.4,44.6,356,20.5,696,66247,28176189.96,12929.6,58
640505,Clinton Senior High,Public School,Principal,James Hastings,200 West Boylston Street,Clinton,MA,1510,978-365-4208,978-365-4237,"PK,09,10,11,12",Clinton,640000,466,19.5,54.1,45.9,246,12.6,430,66247,28176189.96,12929.6,58
650505,Cohasset Middle/High School,Public School,Principal,Carolyn Connolly,143 Pond Street,Cohasset,MA,2025,781-383-6100,781-383-4168,"06,07,08,09,10,11,12",Cohasset,650000,838,12.3,50.7,49.3,513,17.8,850,82963,24144763.33,14937.37,75
650005,Deer Hill,Public School,Principal,Jennifer Dechiara,208 Sohier St,Cohasset,MA,2025,781-383-6115,781-383-6791,"03,04,05",Cohasset,650000,382,12.3,55,45,215,21.7,393,82963,24144763.33,14937.37,75
650010,Joseph Osgood,Public School,Principal,Lisa Farrell,210 Sohier St,Cohasset,MA,2025,781-383-6117,781-383-0255,"PK,K,01,02",Cohasset,650000,366,8.5,51.6,48.4,207,20.7,415,82963,24144763.33,14937.37,75
670005,Alcott,Public School,Principal,Sharon Young,93 Laurel Street,Concord,MA,1742,978-318-9544,978-371-2000,"PK,K,01,02,03,04,05",Concord,670000,473,12.5,49.9,50.1,121,19.1,476,94282,37477871.53,17517.12,98
670305,Concord Middle,Public School,Principal,Justin Cameron,835 Old Marlboro Rd,Concord,MA,1742,978-318-1380,978-318-1392,"06,07,08",Concord,670000,715,15.9,47.7,52.3,505,14.6,683,94282,37477871.53,17517.12,98
670020,Thoreau,Public School,Principal,Angel Charles,29 Prairie Street,Concord,MA,1742,978-318-1300,978-318-1308,"PK,K,01,02,03,04,05",Concord,670000,467,19.9,53.7,46.3,122,19,484,94282,37477871.53,17517.12,98
670030,Willard,Public School,Principal,Matthew Lucey,185 Powder Mill Rd,Concord,MA,1742,978-318-1340,978-318-1348,"PK,K,01,02,03,04,05",Concord,670000,453,12.4,54.3,45.7,117,19.9,480,94282,37477871.53,17517.12,98
680005,Conway Grammar,Public School,Principal,Kristen Gordon,24 Fournier Rd.,Conway,MA,1341,413-369-4239,413-369-4017,"PK,K,01,02,03,04,05,06",Conway,680000,141,18.4,56,44,43,16.1,159,57322,2784212,15545.57,83
710505,Danvers High,Public School,Principal,Katrina Esparza,60 Cabot Road,Danvers,MA,1923,978-777-8925,978-777-8931,"09,10,11,12",Danvers,710000,974,13.9,48.9,51.1,482,16.7,1003,78183,53711945.95,14607.15,58
710015,Great Oak,Public School,Principal,Sharon Burrill,76 Pickering Street,Danvers,MA,1923,978-774-2533,978-777-1471,"K,01,02,03,04,05",Danvers,710000,302,6.3,53.3,46.7,146,20.2,360,78183,53711945.95,14607.15,58
710010,Highlands,Public School,Principal,Paula Jones,190 Hobart,Danvers,MA,1923,978-774-5011,978-777-5821,"K,01,02,03,04,05",Danvers,710000,374,12,49.7,50.3,154,20.5,389,78183,53711945.95,14607.15,58
710305,Holten Richmond Middle School,Public School,Principal,Adam Federico,55 Conant Street,Danvers,MA,1923,978-774-8590,978-762-8686,"06,07,08",Danvers,710000,838,16.2,51.1,48.9,582,17.9,847,78183,53711945.95,14607.15,58
710032,Ivan G Smith,Public School,Principal,Tracey Mara,15 Lobao Drive,Danvers,MA,1923,978-774-1350,978-774-1351,"K,01,02,03,04,05",Danvers,710000,286,10.5,47.2,52.8,106,22,281,78183,53711945.95,14607.15,58
710030,Riverside,Public School,Principal,Violetta Powers,95 Liberty Street,Danvers,MA,1923,978-774-5010,978-774-7850,"PK,K,01,02,03,04,05",Danvers,710000,278,29.5,55.8,44.2,131,17.1,326,78183,53711945.95,14607.15,58
710045,Willis E Thorpe,Public School,Principal,Rita Ward,1 Avon Rd,Danvers,MA,1923,978-774-6946,978-739-4417,"K,01,02,03,04,05",Danvers,710000,327,16.5,53.5,46.5,144,18.2,324,78183,53711945.95,14607.15,58
720005,Andrew B. Cushman School,Public School,Principal,Melissa McHenry,746 Dartmouth Street,Dartmouth,MA,2748,508-996-3926,508-910-1454,"PK,K",Dartmouth,720000,161,18,57.8,42.2,29,21.9,150,73412,46942013.71,12487.23,64
720505,Dartmouth High,Public School,Principal,John Gould,555 Bakerville Road,Dartmouth,MA,2748,508-961-2700,508-910-1410,"09,10,11,12",Dartmouth,720000,1064,10,50.5,49.5,561,16.8,1081,73412,46942013.71,12487.23,64
720050,Dartmouth Middle,Public School,Principal,Darren Doane,366 Slocum Road,North Dartmouth,MA,2747,508-997-9333,508-999-7720,"06,07,08",Dartmouth,720000,965,12.8,51.6,48.4,647,18.2,998,73412,46942013.71,12487.23,64
720030,George H Potter,Public School,Principal,Heidi Brooks,185 Cross Rd,North Dartmouth,MA,2747,508-996-8259,508-990-0250,"K,01,02,03,04,05",Dartmouth,720000,429,11,54.1,45.9,170,22.5,432,73412,46942013.71,12487.23,64
720040,James M. Quinn School,Public School,Principal,Kyle Grandfield,529 Hawthorn Street,Dartmouth,MA,2747,508-997-3178,508-997-6257,"K,01,02,03,04,05",Dartmouth,720000,617,16,54.6,45.4,277,21.8,682,73412,46942013.71,12487.23,64
720015,Joseph Demello,Public School,Principal,Cathy Maccini,654 Dartmouth Street,South Dartmouth,MA,2748,508-996-6750,508-990-2519,"01,02,03,04,05",Dartmouth,720000,419,12.6,49.9,50.1,183,21,427,73412,46942013.71,12487.23,64
730010,Avery,Public School,Principal,Clare Sullivan,336 High Street,Dedham,MA,2026,781-310-5000,781-326-5899,"01,02,03,04,05",Dedham,730000,308,21.4,52.3,47.7,78,17.6,313,76417,50399817.52,17779.59,52
730505,Dedham High,Public School,Principal,James Forrest,140 Whiting Avenue,Dedham,MA,2026,781-310-1100,781-320-8126,"09,10,11,12",Dedham,730000,739,15.2,49.9,50.1,347,15.8,714,76417,50399817.52,17779.59,52
730305,Dedham Middle School,Public School,Principal,Karen Hillman,70 Whiting Avenue,Dedham,MA,2026,781-310-7000,781-461-0354,"06,07,08",Dedham,730000,631,24.6,51.3,48.7,452,17,678,76417,50399817.52,17779.59,52
730005,Early Childhood Center,Public School,Principal,Paul Sullivan,322 Sprague Street,Dedham,MA,2026,781-310-8000,781-326-6445,"PK,K",Dedham,730000,282,16.3,52.1,47.9,80,15.2,303,76417,50399817.52,17779.59,52
730025,Greenlodge,Public School,Principal,Ashley Bodkins,191 Greenlodge Street,Dedham,MA,2026,781-310-4000,781-461-0034,"01,02,03,04,05",Dedham,730000,278,18,54.3,45.7,70,18.6,298,76417,50399817.52,17779.59,52
730030,Oakdale,Public School,Principal,Holli Armstrong,147 Cedar Street,Dedham,MA,2026,781-310-6000,781-320-8915,"01,02,03,04,05",Dedham,730000,272,16.5,46.7,53.3,70,17.5,279,76417,50399817.52,17779.59,52
730045,Riverdale,Public School,Principal,Edward Paris,143 Needham Street,Dedham,MA,2026,781-310-2000,781-251-0732,"01,02,03,04,05",Dedham,730000,183,20.2,57.4,42.6,54,15,184,76417,50399817.52,17779.59,52
740015,Deerfield Elementary,Public School,Principal,Jeanine Heil,21 Pleasant Street,South Deerfield,MA,1373,413-665-1131,413-665-2747,"PK,K,01,02,03,04,05,06",Deerfield,740000,401,18.7,50.4,49.6,150,15.2,420,66349,6347824,13787.63,47
770015,Douglas Elementary School,Public School,Principal,Samuel Cederbaum,19 Davis Street,Douglas,MA,1516,508-476-4200,508-476-2562,"02,03,04,05",Douglas,770000,404,18.1,53.2,46.8,121,26.9,431,66853,18516872.47,11612.24,63
770505,Douglas High School,Public School,Principal,Joshua Romano,33 Davis Street,Douglas,MA,1516,508-476-4100,508-476-7310,"09,10,11,12",Douglas,770000,394,17.8,47.2,52.8,237,13.7,403,66853,18516872.47,11612.24,63
770305,Douglas Middle School,Public School,Principal,Brian Delaney,21 Davis Street,Douglas,MA,1516,508-476-3332,508-476-2562,"06,07,08",Douglas,770000,360,13.9,50.6,49.4,143,25.4,406,66853,18516872.47,11612.24,63
770005,Douglas Primary School,Public School,Principal,Cindy Socha,17 Gleason Court,Douglas,MA,1516,508-476-2154,508-476-4041,"PK,K,01",Douglas,770000,230,18.7,53.9,46.1,62,22,239,66853,18516872.47,11612.24,63
780005,Chickering,Public School,Principal,Laura Dayal,29 Cross Street,Dover,MA,2030,508-785-0480,508-785-9748,"PK,K,01,02,03,04,05",Dover,780000,483,14.9,54.9,45.1,178,20.4,483,95020,12012522,24262.82,100
790035,Brookside Elementary,Public School,Principal,Dawn Smith,1560 Lakeview Avenue,Dracut,MA,1826,978-957-0716,978-957-9726,"K,01,02,03,04,05",Dracut,790000,463,14.7,51.6,48.4,173,23.1,441,70080,44748069,11380.49,56
790505,Dracut Senior High,Public School,Principal,Richard Manley,1540 Lakeview Avenue,Dracut,MA,1826,978-957-1500,978-957-9717,"09,10,11,12",Dracut,790000,801,10,47.7,52.3,387,18.5,846,70080,44748069,11380.49,56
790045,George H. Englesby Elementary School,Public School,Principal,Laurie Fahey,1580 Lakeview Ave,Dracut,MA,1826,978-957-9745,978-957-8449,"K,01,02,03,04,05",Dracut,790000,508,16.9,49.2,50.8,212,21.1,513,70080,44748069,11380.49,56
790030,Greenmont Avenue,Public School,Principal,Nicholas Botelho,37 Greenmont Avenue,Dracut,MA,1826,978-453-1797,978-453-8739,"K,01,02,03,04,05",Dracut,790000,280,15.7,51.4,48.6,108,24,289,70080,44748069,11380.49,56
790020,Joseph A Campbell Elementary,Public School,Principal,Angela Kimble,1021 Methuen Street,Dracut,MA,1826,978-459-6186,978-459-9780,"PK,K,01,02,03,04,05",Dracut,790000,546,20,54.4,45.6,220,21.9,583,70080,44748069,11380.49,56
790410,Justus C. Richardson Middle School,Public School,Principal,Maria McGuinness,1570 Lakeview Ave,Dracut,MA,1826,978-957-3330,978-957-4075,"06,07,08",Dracut,790000,901,14.3,50.8,49.2,449,23,985,70080,44748069,11380.49,56
820004,Alden School,Public School,Principal,Karen Whitaker,75 Alden Street,Duxbury,MA,2332,781-934-7630,781-934-7636,"03,04,05",Duxbury,820000,706,15.7,49.2,50.8,330,21.6,713,74411,42698532.5,13156.23,89
820006,Chandler Elementary,Public School,Principal,Erin Wiesehahn,93 Chandler Street,Duxbury,MA,2332,781-934-7680,781-934-7675,"PK,K,01,02",Duxbury,820000,607,14.3,51.1,48.9,276,20.8,654,74411,42698532.5,13156.23,89
820505,Duxbury High,Public School,Principal,Andrew Stephens,71 Alden Street,Duxbury,MA,2332,781-934-7650,781-934-7617,"09,10,11,12",Duxbury,820000,1057,11.7,51.2,48.8,466,19.8,1097,74411,42698532.5,13156.23,89
820305,Duxbury Middle,Public School,Principal,Blake Dalton,71 Alden Street,Duxbury,MA,2332,781-934-7640,781-934-7608,"06,07,08",Duxbury,820000,751,12.8,53.1,46.9,335,21.8,785,74411,42698532.5,13156.23,89
830005,Central,Public School,Principal,Kate Byrne,107 Central Street,East Bridgewater,MA,2333,508-378-8204,508-378-8229,"PK,K,01,02",East Bridgewater,830000,561,15.5,50.4,49.6,126,19,588,72188,24527294.58,10399.97,58
830505,East Bridgewater JR./SR. High School,Public School,Principal,Paul Vieira,143 Plymouth Street,East Bridgewater,MA,2333,508-378-8214,508-378-8226,"07,08,09,10,11,12",East Bridgewater,830000,1051,14.7,48.6,51.2,390,19.9,1033,72188,24527294.58,10399.97,58
830010,Gordon W Mitchell,Public School,Principal,Andrew Gentile,435 Central Street,East Bridgewater,MA,2333,508-378-8209,508-378-8228,"03,04,05,06",East Bridgewater,830000,690,23.3,54.9,44.9,273,25.4,712,72188,24527294.58,10399.97,58
870305,Birchland Park,Public School,Principal,Timothy Allen,50 Hanward Hill,East Longmeadow,MA,1028,413-525-5480,413-525-5320,"06,07,08",East Longmeadow,870000,628,17,52.4,47.6,345,18.6,646,73819,37248544.41,13554.78,74
870505,East Longmeadow High,Public School,Principal,Gina Flanagan,180 Maple Street,East Longmeadow,MA,1028,413-525-5460,413-525-5496,"09,10,11,12",East Longmeadow,870000,870,14.9,48.7,51.3,396,17,865,73819,37248544.41,13554.78,74
870010,Mapleshade,Public School,Principal,Michael Fredette,175 Mapleshade Avenue,East Longmeadow,MA,1028,413-525-5485,413-525-5321,"03,04,05",East Longmeadow,870000,269,16,44.6,55.4,135,15.6,279,73819,37248544.41,13554.78,74
870013,Meadow Brook,Public School,Principal,Lisa Dakin,607 Parker Street,East Longmeadow,MA,1028,413-525-5470,--,"PK,K,01,02",East Longmeadow,870000,563,15.3,55.2,44.8,180,20.6,571,73819,37248544.41,13554.78,74
870015,Mountain View,Public School,Principal,Elaine Santaniello,77 Hampden Rd,East Longmeadow,MA,1028,413-525-5490,413-525-5447,"03,04,05",East Longmeadow,870000,300,16,51.7,48.3,126,17.6,307,73819,37248544.41,13554.78,74
850005,Eastham Elementary,Public School,Principal,William Crosby,200 Schoolhouse Road,Eastham,MA,2642,508-255-0808,508-240-5403,"PK,K,01,02,03,04,05",Eastham,850000,182,17,48.4,51.6,143,12.8,176,84365,5111078,26985.63,100
860005,Center School,Public School,Principal,Allison Rebello,9 School Street,Easthampton,MA,1027,413-529-1540,413-529-1547,"K,01,02,03,04",Easthampton,860000,194,18.6,58.8,41.2,33,21.6,177,70494,24120880.63,12916.13,60
860505,Easthampton High,Public School,Principal,Kevin Burke,70 Williston Avenue,Easthampton,MA,1027,413-529-1585,413-529-1591,"09,10,11,12",Easthampton,860000,471,15.5,47.1,52.9,189,17.9,456,70494,24120880.63,12916.13,60
860010,Maple,Public School,Principal,Judy Averill,7 Chapel Street,Easthampton,MA,1027,413-529-1550,413-529-1599,"PK,K,01,02,03,04",Easthampton,860000,256,25,53.9,46.1,45,20.5,261,70494,24120880.63,12916.13,60
860020,Neil A Pepin,Public School,Principal,Allison Rebello,4 Park Street,Easthampton,MA,1027,413-529-1545,413-529-1594,"K,01,02,03,04",Easthampton,860000,192,15.1,55.2,44.8,36,21.2,191,70494,24120880.63,12916.13,60
860305,White Brook Middle School,Public School,Principal,Meredith Balise,200 Park Street,Easthampton,MA,1027,413-529-1530,413-529-1534,"05,06,07,08",Easthampton,860000,449,20,48.3,51.7,211,20.3,477,70494,24120880.63,12916.13,60
880003,Center School,Public School,Principal,Ann Weintrob,388 Depot Street,South Easton,MA,2375,508-230-3233,508-230-3240,"PK,K,01,02",Easton,880000,253,13,56.9,43.1,130,19.4,262,73226,48800124.06,12730.58,70
880405,Easton Middle School,Public School,Principal,R. Luke Carroll,98 Columbus Avenue,North Easton,MA,2356,508-230-3222,508-230-3102,"06,07,08",Easton,880000,887,19.4,49.3,50.7,505,18.3,868,73226,48800124.06,12730.58,70
880020,Moreau Hall,Public School,Principal,Thomas Higgins,360 Washington Street,North Easton,MA,2356,508-230-3235,508-230-3237,"PK,K,01,02",Easton,880000,233,6,50.6,49.4,113,18,227,73226,48800124.06,12730.58,70
880505,Oliver Ames High,Public School,Principal,Wesley Paul,100 Lothrop Street,North Easton,MA,2356,508-230-3210,508-238-7325,"09,10,11,12",Easton,880000,1199,15.2,47.2,52.8,416,19.6,1194,73226,48800124.06,12730.58,70
880015,Parkview Elementary,Public School,Principal,Christopher Getchell,50 Spooner Street,North Easton,MA,2356,508-230-3230,508-230-3249,"PK,K,01,02",Easton,880000,343,15.5,52.8,47.2,152,19.9,340,73226,48800124.06,12730.58,70
880025,Richardson Olmsted School,Public School,Principal,Deborah Hammett,101 Lothrop Street,North Easton,MA,2356,508-230-3227,508-230-3244,"03,04,05",Easton,880000,835,17.1,51,49,360,24,865,73226,48800124.06,12730.58,70
890005,Edgartown Elementary,Public School,Principal,John Stevens,35 Robinson Road,Edgartown,MA,2539,508-627-3316,508-627-7983,"PK,K,01,02,03,04,05,06,07,08",Edgartown,890000,348,22.7,45.7,54.3,253,16.2,360,87633,10027905,24122.94,66
910030,Erving Elementary,Public School,Principal,James Trill,28 Northfield Road,Erving,MA,1344,413-423-3326,413-423-3648,"PK,K,01,02,03,04,05,06",Erving,910000,136,20.6,52.9,47.1,47,18.4,135,69342,5013164,19288.82,46
930003,Adams School,Public School,Principal,SHANNON DOHERTY,78 Tileston Street,Everett,MA,2149,617-394-2400,--,PK,Everett,930000,209,9.1,57.4,42.6,64,14.8,236,76272,102060185,13258.53,64
930030,Devens School,Public School,Principal,Brian Wallace,22 Church Street,Everett,MA,2149,617-394-2470,--,"K,01,02,03,04,05,06,07,08,09,10,11,12",Everett,930000,65,90.8,76.9,23.1,138,4,68,76272,102060185,13258.53,64
930505,Everett High,Public School,Principal,Erick Naumann,100 Elm Street,Everett,MA,2149,617-394-2490,617-389-5841,"09,10,11,12",Everett,930000,2023,11.7,52,48,872,17.1,2003,76272,102060185,13258.53,64
930028,George Keverian School,Public School,Principal,Alexander Naumann,20 Nichols Street,Everett,MA,2149,617-394-5020,617-394-5028,"K,01,02,03,04,05,06,07,08",Everett,930000,942,14.1,52.8,47.2,530,21.7,944,76272,102060185,13258.53,64
930038,Lafayette School,Public School,Principal,John Obremski,117 Edith Street,Everett,MA,2149,617-394-2450,617-387-5207,"K,01,02,03,04,05,06,07,08",Everett,930000,931,19.2,47.8,52.2,564,21,962,76272,102060185,13258.53,64
930018,Madeline English School,Public School,Principal,Theresa Tringale,105 Woodville Street,Everett,MA,2149,617-394-5013,617-389-5116,"K,01,02,03,04,05,06,07,08",Everett,930000,878,19.2,49.7,50.3,541,20.3,890,76272,102060185,13258.53,64
930058,Parlin School,Public School,Principal,Michael McLucas,587 Broadway Street,Everett,MA,2149,617-394-2480,617-389-5827,"K,01,02,03,04,05,06,07,08",Everett,930000,871,9.8,49,51,409,23.8,876,76272,102060185,13258.53,64
930010,Sumner G. Whittier School,Public School,Principal,David Brady,337 Broadway,Everett,MA,2149,617-394-2410,617-389-5073,"K,01,02,03,04,05,06,07,08",Everett,930000,595,9.7,47.6,52.4,300,21.7,643,76272,102060185,13258.53,64
930015,Webster School,Public School,Principal,Denise Hanlon,30 Darmouth Street,Everett,MA,2149,617-394-5040,617-394-5043,"PK,K,01,02,03,04",Everett,930000,564,23.9,56.7,43.3,236,15.5,579,76272,102060185,13258.53,64
940010,East Fairhaven,Public School,Principal,Wendy Weidenfeller,2 New Boston Road,Fairhaven,MA,2719,508-979-4058,508-979-4143,"PK,K,01,02,03,04,05",Fairhaven,940000,436,18.1,52.3,47.7,151,21.9,455,65648,24755992.58,12046.13,66
940505,Fairhaven High,Public School,Principal,Tara Quirk,12 Huttleston Avenue,Fairhaven,MA,2719,508-979-4052,508-979-4140,"09,10,11,12",Fairhaven,940000,616,12,47.9,52.1,382,15.1,639,65648,24755992.58,12046.13,66
940305,Hastings Middle,Public School,Principal,Nicholas Bretz,30 School Street,Fairhaven,MA,2719,508-979-4063,508-979-4068,"06,07,08",Fairhaven,940000,458,12,52.6,47.4,291,17,443,65648,24755992.58,12046.13,66
940030,Leroy Wood,Public School,Principal,Amy Hartley,60 Sconticut Neck Road,Fairhaven,MA,2719,508-979-4073,508-979-4111,"K,01,02,03,04,05",Fairhaven,940000,514,12.5,49.8,50.2,220,21.6,521,65648,24755992.58,12046.13,66
950505,B M C Durfee High,Public School,Principal,Matthew Desmarais,360 Elsbree Street,Fall River,MA,2720,508-675-8100,508-675-8186,"09,10,11,12",Fall River,950000,2123,18.4,50.8,49.2,970,16.5,2148,66693,160329690,14076.23,50
950009,Carlton M. Viveiros Elementary School,Public School,Principal,Anne-Marie Scott,525 Slade Street,Fall River,MA,2724,508-675-8300,508-672-7514,"K,01,02,03,04,05",Fall River,950000,725,17.2,53.5,46.5,272,21.2,721,66693,160329690,14076.23,50
950017,Henry Lord Community School,Public School,Principal,Aimee Bronhard,151 Amity Street,Fall River,MA,2721,508-675-8208,--,"PK,K,01,02,03,04,05,06,07,08",Fall River,950000,624,24.7,53.2,46.8,237,17.8,531,66693,160329690,14076.23,50
950140,James Tansey,Public School,Principal,Christopher Audette,711 Ray Street,Fall River,MA,2720,508-675-8206,508-675-4530,"K,01,02,03,04,05",Fall River,950000,293,11.3,47.8,52.2,96,25.3,303,66693,160329690,14076.23,50
950045,John J Doran,Public School,Principal,Eric Bradley,101 Fountain Street,Fall River,MA,2721,508-675-8225,508-235-2608,"PK,K,01,02,03,04,05,06,07,08",Fall River,950000,546,20.9,51.6,48.4,178,24,555,66693,160329690,14076.23,50
950013,Letourneau Elementary School,Public School,Principal,Brian Raposo,323 Anthony Street,Fall River,MA,2721,508-676-2170,508-679-1940,"PK,K,01,02,03,04,05",Fall River,950000,597,13.2,49.6,50.4,220,21.9,606,66693,160329690,14076.23,50
950011,Mary Fonseca Elementary School,Public School,Principal,Alicia Lisi,160 Wall Street,Fall River,MA,2720,508-675-8210,508-675-0889,"K,01,02,03,04,05",Fall River,950000,713,11.8,50.5,49.5,248,23.6,732,66693,160329690,14076.23,50
950320,Matthew J Kuss Middle,Public School,Principal,Maria Pontes,52 Globe Mills Avenue,Fall River,MA,2724,508-675-8335,508-677-1984,"06,07,08",Fall River,950000,770,19.9,49,51,285,22.4,736,66693,160329690,14076.23,50
950315,Morton Middle,Public School,Principal,Sheryl Patterson,1135 North Main Street,Fall River,MA,2720,508-675-8340,508-675-8414,"06,07,08",Fall River,950000,622,22.7,56.1,43.9,267,21.2,632,66693,160329690,14076.23,50
950005,North End Elementary,Public School,Principal,Anne-Marie Scott,1899 Meridian Street,Fall River,MA,2720,508-675-8245,508-675-8314,"PK,K,01,02,03,04,05",Fall River,950000,763,21,54.1,45.9,268,23.1,784,66693,160329690,14076.23,50
950335,Resiliency Middle School,Public School,Principal,Robert Correia,290 Rock Street,Fall River,MA,2720,508-675-8107,508-675-8462,"06,07,08",Fall River,950000,27,25.9,55.6,44.4,20,8.6,43,66693,160329690,14076.23,50
950325,Resiliency Preparatory School,Public School,Principal,Robert Correia,290 Rock Street,Fall River,MA,2720,508-675-8230,508-235-2661,"09,10,11,12",Fall River,950000,162,27.2,58,42,61,7.6,111,66693,160329690,14076.23,50
